id,Affiliated Network,Fertility Clinic Name,Fertility Clinic Location Name,Full Address,City,Subdivision Code,Postal Code,Fertility Clinic Notes,Domain,Self - Pay Discount Rate (%),Point of Contact Email(s),Name
153,CCRM,CCRM,CCRM Newport Beach,"3501 Jamboree Road, Suite 1100 ",Newport Beach,US-CA,92660,"10% discount on self pay services provided by the clinic
",ccrmivf.com,10%,newreferrals@ccrmivf.com,
154,CCRM,CCRM,CCRM NJ / IRMS - Staten Island,"1441 South Avenue, Suite 201 ",Staten Island,US-NY,10311,"10% discount on self pay services provided by the clinic
",newportfertility.com,10%,newreferrals@ccrmivf.com,
155,CCRM,CCRM,CCRM Houston- Houston,"7400 Fannin, Suite 910 ",Houston,US-TX,77054,"10% discount on self pay services provided by the clinic
",ccrmivf.com,10%,newreferrals@ccrmivf.com,
156,CCRM,CCRM,CCRM - Denver,"4600 Hale Parkway, Suite 490 ",Denver,US-CO,80220,"10% discount on self pay services provided by the clinic
",houstonivf.net,10%,newreferrals@ccrmivf.com,
157,CCRM,CCRM,CCRM - Louisville,"80 Health Park Drive, Suite 240 ",Louisville,US-CO,80027,"10% discount on self pay services provided by the clinic
",houstonivf.net,10%,newreferrals@ccrmivf.com,
158,CCRM,CCRM,CCRM New York - New York City,"810 7th Avenue, 21st Floor ",New York City,US-NY,10019,"10% discount on self pay services provided by the clinic
",acrm.com,10%,newreferrals@ccrmivf.com,
159,CCRM,CCRM,CCRM Minneapolis,"6565 France Avenue South, Suite 400 ",Edina,US-MN,55435,"10% discount on self pay services provided by the clinic
",irms.com ,10%,newreferrals@ccrmivf.com,
160,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"711 Canton Road, Suite 410 ",Marietta,US-GA,30060,"10% discount on self pay services provided by the clinic
",thenewhopecenter.com,10%,newreferrals@ccrmivf.com,
161,CCRM,CCRM,CCRM NJ / IRMS - Princeton,"8 Forrestal Road, Suite 206 ",Princeton,US-NJ,08540,"10% discount on self pay services provided by the clinic
",irms.com ,10%,newreferrals@ccrmivf.com,
162,CCRM,CCRM,CCRM Houston- The Woodlands,"1001 Medical Plaza Drive, Ste 290 ",The Woodlands,US-TX,77380,"10% discount on self pay services provided by the clinic
",thenewhopecenter.com,10%,newreferrals@ccrmivf.com,
163,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"1800 Howell Mill Road, Suite 675 ",Atlanta,US-GA,30318,"10% discount on self pay services provided by the clinic
",thenewhopecenter.com,10%,newreferrals@ccrmivf.com,
165,CCRM,CCRM,CCRM NJ / IRMS - Princeton,"8 Forrestal Road, Suite 206 ",Princeton,US-NJ,08540,"10% discount on self pay services provided by the clinic
",thenewhopecenter.com,10%,newreferrals@ccrmivf.com,
166,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"1800 Howell Mill Road, Suite 675 ",Atlanta,US-GA,30318,"10% discount on self pay services provided by the clinic
",ccrmny.com,10%,newreferrals@ccrmivf.com,
167,CCRM,CCRM,CCRM Minneapolis,"6565 France Avenue South, Suite 400 ",Edina,US-MN,55435,"10% discount on self pay services provided by the clinic
",houstonivf.net,10%,newreferrals@ccrmivf.com,
168,CCRM,CCRM,CCRM Newport Beach,"3501 Jamboree Road, Suite 1100 ",Newport Beach,US-CA,92660,"10% discount on self pay services provided by the clinic
",ccrmny.com,10%,newreferrals@ccrmivf.com,
169,CCRM,CCRM,CCRM Houston- Houston,"7400 Fannin, Suite 910 ",Houston,US-TX,77054,"10% discount on self pay services provided by the clinic
",acrm.com,10%,newreferrals@ccrmivf.com,
170,CCRM,CCRM,CCRM Houston- The Woodlands,"1001 Medical Plaza Drive, Ste 290 ",The Woodlands,US-TX,77380,"10% discount on self pay services provided by the clinic
",colocrm.com,10%,newreferrals@ccrmivf.com,
171,CCRM,CCRM,CCRM Minneapolis,"6565 France Avenue South, Suite 400 ",Edina,US-MN,55435,"10% discount on self pay services provided by the clinic
",acrm.com,10%,newreferrals@ccrmivf.com,
172,CCRM,CCRM,CCRM Houston- Houston,"929 Gessner Road, Suite 2300 ",Houston,US-TX,77024,"10% discount on self pay services provided by the clinic
",radfertility.com,10%,newreferrals@ccrmivf.com,
173,CCRM,CCRM,CCRM Houston- Houston,"929 Gessner Road, Suite 2300 ",Houston,US-TX,77024,"10% discount on self pay services provided by the clinic
",houstonivf.net,10%,newreferrals@ccrmivf.com,
174,CCRM,CCRM,CCRM NJ / IRMS - Princeton,"8 Forrestal Road, Suite 206 ",Princeton,US-NJ,08540,"10% discount on self pay services provided by the clinic
",ccrmmn.com,10%,newreferrals@ccrmivf.com,
175,CCRM,CCRM,CCRM - Colorado Springs,"6160 Tutt Blvd, Suite 150 ",Colorado Springs,US-CO,80923,"10% discount on self pay services provided by the clinic
",thenewhopecenter.com,10%,newreferrals@ccrmivf.com,
176,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"5909 Peachtree Dunwoody Rd, Suite 600 ",Atlanta,US-GA,30328,"10% discount on self pay services provided by the clinic
",ccrmny.com,10%,newreferrals@ccrmivf.com,
178,CCRM,CCRM,CCRM NJ / IRMS - Hoboken,"129 Washington Street, 4th Floor ",Hoboken,US-NJ,07030,"10% discount on self pay services provided by the clinic
",radfertility.com,10%,newreferrals@ccrmivf.com,
181,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"1800 Howell Mill Road, Suite 675 ",Atlanta,US-GA,30318,"10% discount on self pay services provided by the clinic
",houstonivf.net,10%,newreferrals@ccrmivf.com,
183,CCRM,CCRM,CCRM Newport Beach,"3501 Jamboree Road, Suite 1100 ",Newport Beach,US-CA,92660,"10% discount on self pay services provided by the clinic
",irms.com ,10%,newreferrals@ccrmivf.com,
184,CCRM,CCRM,CCRM NJ / IRMS - Jersey City,"66 York Street, Suite 301 ",Jersey City,US-NJ,07320,"10% discount on self pay services provided by the clinic
",houstonivf.net,10%,newreferrals@ccrmivf.com,
185,CCRM,CCRM,CCRM Dallas Fort Worth,"8380 Warren Parkway, Suite 201 ",Dallas,US-TX,75034,"10% discount on self pay services provided by the clinic
",newportfertility.com,10%,newreferrals@ccrmivf.com,
186,CCRM,CCRM,CCRM Dallas Fort Worth,"8380 Warren Parkway, Suite 201 ",Dallas,US-TX,75034,"10% discount on self pay services provided by the clinic
",ccrmivf.com,10%,newreferrals@ccrmivf.com,
187,CCRM,CCRM,CCRM - Lone Tree,10290 RidgeGate Circle ,Lone Tree,US-CO,80124,"10% discount on self pay services provided by the clinic
",newportfertility.com,10%,newreferrals@ccrmivf.com,
188,CCRM,CCRM,CCRM - Denver,"4600 Hale Parkway, Suite 490 ",Denver,US-CO,80220,"10% discount on self pay services provided by the clinic
",ccrmivf.com,10%,newreferrals@ccrmivf.com,
189,CCRM,CCRM,CCRM Northern Virginia - Vienna,"8010 Towers Crescent Drive, 5th Floor ",Vienna,US-VA,22182,"10% discount on self pay services provided by the clinic
",ccrmmn.com,10%,newreferrals@ccrmivf.com,
190,CCRM,CCRM,CCRM Northern Virginia - Washington,"2120 L. Street NW, Ste 701 ",Washington,US-DC,Washington,"10% discount on self pay services provided by the clinic
",houstonivf.net,10%,newreferrals@ccrmivf.com,
191,CCRM,CCRM,CCRM Houston- Houston,"929 Gessner Road, Suite 2300 ",Houston,US-TX,77024,"10% discount on self pay services provided by the clinic
",ccrmny.com,10%,newreferrals@ccrmivf.com,
192,CCRM,CCRM,CCRM - Louisville,"80 Health Park Drive, Suite 240 ",Louisville,US-CO,80027,"10% discount on self pay services provided by the clinic
",acrm.com,10%,newreferrals@ccrmivf.com,
193,CCRM,CCRM,CCRM Florida,"19505 Biscayne Blvd, Suite 2230 ",Aventura,US-FL,33180,"10% discount on self pay services provided by the clinic
",ccrmny.com,10%,newreferrals@ccrmivf.com,
195,CCRM,CCRM,CCRM Minneapolis,"6565 France Avenue South, Suite 400 ",Edina,US-MN,55435,"10% discount on self pay services provided by the clinic
",newportfertility.com,10%,newreferrals@ccrmivf.com,
196,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"1800 Howell Mill Road, Suite 675 ",Atlanta,US-GA,30318,"10% discount on self pay services provided by the clinic
",colocrm.com,10%,newreferrals@ccrmivf.com,
197,CCRM,CCRM,CCRM Houston- Sugarland,"16545 Southwest Freeway, Ste 200 ",Sugarland,US-TX,77479,"10% discount on self pay services provided by the clinic
",irms.com ,10%,newreferrals@ccrmivf.com,
198,CCRM,CCRM,CCRM Florida,"19505 Biscayne Blvd, Suite 2230 ",Aventura,US-FL,33180,"10% discount on self pay services provided by the clinic
",newportfertility.com,10%,newreferrals@ccrmivf.com,
199,CCRM,CCRM,CCRM Minneapolis,"6565 France Avenue South, Suite 400 ",Edina,US-MN,55435,"10% discount on self pay services provided by the clinic
",ccrmivf.com,10%,newreferrals@ccrmivf.com,
200,CCRM,CCRM,CCRM Florida,"19505 Biscayne Blvd, Suite 2230 ",Aventura,US-FL,33180,"10% discount on self pay services provided by the clinic
",acrm.com,10%,newreferrals@ccrmivf.com,
201,CCRM,CCRM,CCRM Houston- Houston,"7400 Fannin, Suite 910 ",Houston,US-TX,77054,"10% discount on self pay services provided by the clinic
",irms.com ,10%,newreferrals@ccrmivf.com,
202,CCRM,CCRM,CCRM - Colorado Springs,"6160 Tutt Blvd, Suite 150 ",Colorado Springs,US-CO,80923,"10% discount on self pay services provided by the clinic
",ccrmmn.com,10%,newreferrals@ccrmivf.com,
203,CCRM,CCRM,CCRM NJ / IRMS - Hoboken,"129 Washington Street, 4th Floor ",Hoboken,US-NJ,07030,"10% discount on self pay services provided by the clinic
",ccrmny.com,10%,newreferrals@ccrmivf.com,
205,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"711 Canton Road, Suite 410 ",Marietta,US-GA,30060,"10% discount on self pay services provided by the clinic
",radfertility.com,10%,newreferrals@ccrmivf.com,
206,CCRM,CCRM,CCRM NJ / IRMS - Staten Island,"1441 South Avenue, Suite 201 ",Staten Island,US-NY,10311,"10% discount on self pay services provided by the clinic
",acrm.com,10%,newreferrals@ccrmivf.com,
209,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"5909 Peachtree Dunwoody Rd, Suite 600 ",Atlanta,US-GA,30328,"10% discount on self pay services provided by the clinic
",radfertility.com,10%,newreferrals@ccrmivf.com,
210,CCRM,CCRM,CCRM Houston- The Woodlands,"1001 Medical Plaza Drive, Ste 290 ",The Woodlands,US-TX,77380,"10% discount on self pay services provided by the clinic
",houstonivf.net,10%,newreferrals@ccrmivf.com,
211,CCRM,CCRM,CCRM Houston- Houston,"7400 Fannin, Suite 910 ",Houston,US-TX,77054,"10% discount on self pay services provided by the clinic
",ccrmmn.com,10%,newreferrals@ccrmivf.com,
212,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"1800 Howell Mill Road, Suite 675 ",Atlanta,US-GA,30318,"10% discount on self pay services provided by the clinic
",ccrmmn.com,10%,newreferrals@ccrmivf.com,
213,CCRM,CCRM,CCRM NJ / IRMS - Hoboken,"129 Washington Street, 4th Floor ",Hoboken,US-NJ,07030,"10% discount on self pay services provided by the clinic
",newportfertility.com,10%,newreferrals@ccrmivf.com,
215,CCRM,CCRM,CCRM NJ / IRMS - Staten Island,"1441 South Avenue, Suite 201 ",Staten Island,US-NY,10311,"10% discount on self pay services provided by the clinic
",ccrmny.com,10%,newreferrals@ccrmivf.com,
216,CCRM,CCRM,CCRM Newport Beach,"3501 Jamboree Road, Suite 1100 ",Newport Beach,US-CA,92660,"10% discount on self pay services provided by the clinic
",thenewhopecenter.com,10%,newreferrals@ccrmivf.com,
219,CCRM,CCRM,CCRM Houston- The Woodlands,"1001 Medical Plaza Drive, Ste 290 ",The Woodlands,US-TX,77380,"10% discount on self pay services provided by the clinic
",ccrmivf.com,10%,newreferrals@ccrmivf.com,
220,CCRM,CCRM,CCRM Dallas Fort Worth,"8380 Warren Parkway, Suite 201 ",Dallas,US-TX,75034,"10% discount on self pay services provided by the clinic
",houstonivf.net,10%,newreferrals@ccrmivf.com,
221,CCRM,CCRM,CCRM New York - New York City,"810 7th Avenue, 21st Floor ",New York City,US-NY,10019,"10% discount on self pay services provided by the clinic
",irms.com ,10%,newreferrals@ccrmivf.com,
222,CCRM,CCRM,CCRM New York - New York City,"810 7th Avenue, 21st Floor ",New York City,US-NY,10019,"10% discount on self pay services provided by the clinic
",newportfertility.com,10%,newreferrals@ccrmivf.com,
223,CCRM,CCRM,CCRM NJ / IRMS - Hoboken,"129 Washington Street, 4th Floor ",Hoboken,US-NJ,07030,"10% discount on self pay services provided by the clinic
",ccrmivf.com,10%,newreferrals@ccrmivf.com,
224,CCRM,CCRM,CCRM New York - New York City,"810 7th Avenue, 21st Floor ",New York City,US-NY,10019,"10% discount on self pay services provided by the clinic
",ccrmmn.com,10%,newreferrals@ccrmivf.com,
225,CCRM,CCRM,CCRM New York - New York City,"810 7th Avenue, 21st Floor ",New York City,US-NY,10019,"10% discount on self pay services provided by the clinic
",thenewhopecenter.com,10%,newreferrals@ccrmivf.com,
227,CCRM,CCRM,CCRM Houston- Houston,"929 Gessner Road, Suite 2300 ",Houston,US-TX,77024,"10% discount on self pay services provided by the clinic
",thenewhopecenter.com,10%,newreferrals@ccrmivf.com,
228,CCRM,CCRM,CCRM NJ / IRMS - Old Bridge,"2 Hospital Plaza, Suite 330 ",Old Bridge,US-NJ,08857,"10% discount on self pay services provided by the clinic
",thenewhopecenter.com,10%,newreferrals@ccrmivf.com,
229,CCRM,CCRM,CCRM - Lone Tree,10290 RidgeGate Circle ,Lone Tree,US-CO,80124,"10% discount on self pay services provided by the clinic
",ccrmmn.com,10%,newreferrals@ccrmivf.com,
230,CCRM,CCRM,CCRM - Lone Tree,10290 RidgeGate Circle ,Lone Tree,US-CO,80124,"10% discount on self pay services provided by the clinic
",houstonivf.net,10%,newreferrals@ccrmivf.com,
231,CCRM,CCRM,CCRM NJ / IRMS - Old Bridge,"2 Hospital Plaza, Suite 330 ",Old Bridge,US-NJ,08857,"10% discount on self pay services provided by the clinic
",ccrmivf.com,10%,newreferrals@ccrmivf.com,
232,CCRM,CCRM,CCRM Dallas Fort Worth,"8380 Warren Parkway, Suite 201 ",Dallas,US-TX,75034,"10% discount on self pay services provided by the clinic
",thenewhopecenter.com,10%,newreferrals@ccrmivf.com,
233,CCRM,CCRM,CCRM NJ / IRMS - Livingston,"94 Old Short Hills Rd, Suite 403E, East Wing ",Livingston,US-NJ,07039,"10% discount on self pay services provided by the clinic
",ccrmmn.com,10%,newreferrals@ccrmivf.com,
234,CCRM,CCRM,CCRM NJ / IRMS - Clark,"100 Walnut Ave, Suite 104 ",Clark,US-NJ,07066,"10% discount on self pay services provided by the clinic
",ccrmivf.com,10%,newreferrals@ccrmivf.com,
235,CCRM,CCRM,CCRM NJ / IRMS - Staten Island,"1441 South Avenue, Suite 201 ",Staten Island,US-NY,10311,"10% discount on self pay services provided by the clinic
",radfertility.com,10%,newreferrals@ccrmivf.com,
236,CCRM,CCRM,CCRM NJ / IRMS - Old Bridge,"2 Hospital Plaza, Suite 330 ",Old Bridge,US-NJ,08857,"10% discount on self pay services provided by the clinic
",colocrm.com,10%,newreferrals@ccrmivf.com,
237,CCRM,CCRM,CCRM Dallas Fort Worth,"8380 Warren Parkway, Suite 201 ",Dallas,US-TX,75034,"10% discount on self pay services provided by the clinic
",ccrmmn.com,10%,newreferrals@ccrmivf.com,
238,CCRM,CCRM,CCRM NJ / IRMS - Livingston,"94 Old Short Hills Rd, Suite 403E, East Wing ",Livingston,US-NJ,07039,"10% discount on self pay services provided by the clinic
",ccrmivf.com,10%,newreferrals@ccrmivf.com,
239,CCRM,CCRM,CCRM NJ / IRMS - Livingston,"94 Old Short Hills Rd, Suite 403E, East Wing ",Livingston,US-NJ,07039,"10% discount on self pay services provided by the clinic
",irms.com ,10%,newreferrals@ccrmivf.com,
240,CCRM,CCRM,CCRM Newport Beach,"3501 Jamboree Road, Suite 1100 ",Newport Beach,US-CA,92660,"10% discount on self pay services provided by the clinic
",newportfertility.com,10%,newreferrals@ccrmivf.com,
243,CCRM,CCRM,CCRM - Lone Tree,10290 RidgeGate Circle ,Lone Tree,US-CO,80124,"10% discount on self pay services provided by the clinic
",irms.com ,10%,newreferrals@ccrmivf.com,
244,CCRM,CCRM,CCRM Northern Virginia - Washington,"2120 L. Street NW, Ste 701 ",Washington,US-DC,Washington,"10% discount on self pay services provided by the clinic
",colocrm.com,10%,newreferrals@ccrmivf.com,
245,CCRM,CCRM,CCRM NJ / IRMS - Jersey City,"66 York Street, Suite 301 ",Jersey City,US-NJ,07320,"10% discount on self pay services provided by the clinic
",irms.com ,10%,newreferrals@ccrmivf.com,
246,CCRM,CCRM,CCRM NJ / IRMS - Livingston,"94 Old Short Hills Rd, Suite 403E, East Wing ",Livingston,US-NJ,07039,"10% discount on self pay services provided by the clinic
",colocrm.com,10%,newreferrals@ccrmivf.com,
247,CCRM,CCRM,CCRM NJ / IRMS - Jersey City,"66 York Street, Suite 301 ",Jersey City,US-NJ,07320,"10% discount on self pay services provided by the clinic
",ccrmmn.com,10%,newreferrals@ccrmivf.com,
248,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"5909 Peachtree Dunwoody Rd, Suite 600 ",Atlanta,US-GA,30328,"10% discount on self pay services provided by the clinic
",ccrmivf.com,10%,newreferrals@ccrmivf.com,
250,CCRM,CCRM,Atlanta Center for Reproductive Medicine / CCRM,"1800 Howell Mill Road, Suite 675 ",Atlanta,US-GA,30318,"10% discount on self pay services provided by the clinic
",acrm.com,10%,newreferrals@ccrmivf.com,
251,CCRM,CCRM,CCRM NJ / IRMS - Old Bridge,"2 Hospital Plaza, Suite 330 ",Old Bridge,US-NJ,08857,"10% discount on self pay services provided by the clinic
",irms.com ,10%,newreferrals@ccrmivf.com,
